"EFORSCDCID","FoodCategoryName","ContaminatedIngredient"
10436,"sandwich, submarine",
10437,"other food *****",
10438,"gravy, unspecified",
10438,"turkey, unspecified",
10439,"sandwich, ham",
10440,"lettuce-based salads unspecified",
10441,"Chicken",
10441,"Ribs",
10442,"beef, unspecified",
10443,"unspecified fruit",
10455,"liver, chicken",
10455,"oil, unspecified",
10456,"sausage, unspecified",
10461,"chips and salsa",
10462,"multiple foods",
10463,"salsa, unspecified",
10464,"multiple foods",
10465,"turkey, unspecified","Turkey"
10479,"green beans, unspecified",
10479,"stuffing, unspecified",
10479,"sweet potato, unspecified",
10479,"turkey and gravy",
10479,"turkey, roasted",
10481,"pizza, unspecified",
10482,"oysters, unspecified",
10487,"sandwich, submarine",
10494,"burrito, cheese",
10512,"other beverage *****",
10516,"Miscellaneous",
10517,"ice cream, homemade","Eggs"
10519,"refried beans, unspecified","Legume"
10519,"rice, unspecified","Rice"
10520,"chicken dishes",
10522,"cheddar cheese, unspecified",
10522,"chips, tortilla",
10522,"sour cream",
10523,"pastry, unspecified",
10526,"chicken, fried",
10531,"oysters, raw","Shellfish"
10532,"green salad",
10532,"mozarella, unspecified",
10532,"tap water",
10535,"carrots, unspecified",
10536,"stuffed chicken",
10537,"ham, unspecified",
10541,"buffet",
10541,"salad bar",
10546,"sandwich, turkey",
10549,"spaghetti, unspecified",
10553,"pasta salad","Pasta"
10553,"pasta salad","Root (eg. potato)"
10553,"pasta salad","Sauces/ Dressings"
10553,"pasta salad","Vine-stalk  eg. tomato"
10554,"house salad",
10554,"sandwich, beef",
10554,"sandwich, deli",
10554,"sandwich, tuna fish",
10557,"whole milk, unpasteurized","Milk"
10558,"macaroni salad",
10560,"potato salad","Root (eg. potato)"
10560,"potato salad","Sauces/ Dressings"
10561,"sandwich, chicken",
10564,"pork, BBQ",
10574,"beef, other",
10579,"seafood-based salad unspecified",
10581,"beef, BBQ",
10584,"sandwich, vegetable-based",
10585,"meat, unspecified",
10586,"fajita, beef",
10586,"fajita, chicken",
10586,"onions",
10586,"peppers, unspecified",
10595,"other vegetable *****",
10596,"pizza, meat and vegetable",
10598,"key lime pie",
10598,"oysters, raw",
10601,"refried beans, unspecified","Legume"
10602,"chicken dishes",
10602,"strawberries",
10608,"ground beef, sloppy joe",
10613,"stew/chili, other",
10616,"alcohol, unspecified",
10617,"burrito, turkey",
10625,"Spam",
10628,"potato salad",
10629,"mixed fruit *****",
10630,"ground beef, other",
10650,"macaroni and cheese",
10653,"Black Grouper","Fin fish"
10659,"eggs benedict",
10664,"salsa, unspecified",
10674,"vegetable-based salads unspecified",
10676,"burrito, beef",
10690,"lettuce based salads","Leafy (eg. lettuce)"
10703,"sushi, unspecified",
10704,"Taco meat",
10708,"chicken, buffalo wings","Chicken"
10709,"chicken",
10714,"multiple foods",
10716,"tomatoes",
10726,"bread, unspecified",
10727,"chicken, other",
10733,"other food *****",
10734,"beef, smoked",
10736,"coleslaw",
10740,"ice",
10743,"house salad","Vine-stalk  eg. tomato"
10752,"house salad",
10753,"chicken, baked","Chicken"
10771,"chicken, nuggets/fingers",
10772,"fried onions/onion rings, unspecified",
10774,"sandwich, turkey",
10775,"potato, unspecified",
10775,"unspecified fruit",
10776,"sandwich, other *****",
10777,"Tortilla Espanola",
10780,"potato salad",
10783,"BBQ, unspecified",
10785,"multiple foods",
10786,"multiple foods",
10794,"chicken, other",
10798,"buffet",
10801,"chicken dishes",
10803,"pizza, unspecified",
10804,"pizza, unspecified",
10805,"""cheesey bread""",
10806,"sandwich, other *****",
10815,"sandwich, chicken",
10820,"tuna, unspecified",
10822,"lettuce based salads",
10828,"squid, fried","Shellfish"
10830,"pork, unspecified","Pork"
10835,"cake, tiramisu",
10840,"candy unspecified",
10840,"popcorn",
10846,"pinto beans","Legume"
10849,"fish, escolar",
10854,"Danishes","Other baked goods"
10857,"green salad",
10876,"octopus, unspecified",
10877,"lettuce, unspecified",
10878,"chips and salsa",
10880,"couscous",
10886,"lettuce-based salads unspecified",
10887,"lamb, other",
10888,"cake, unspecified",
10888,"chicken dishes",
10888,"lettuce-based salads unspecified",
10888,"meatballs",
10888,"pasta",
10892,"salad bar",
10893,"crab, unspecified","Crustaceans"
10895,"antipasto",
10895,"unspecified fruit",
10896,"noodles, unspecified",
10896,"roast beef, unspecified",
10897,"ground beef, unspecified","Ground Beef"
10902,"applesauce","Sauces/ Dressings"
10906,"lasagna, unspecified",
10911,"ethnic style, unspecified","Leafy (eg. lettuce)"
10921,"lettuce-based salads unspecified",
10922,"salad, unspecified",
10923,"eggs, other","Eggs"
10930,"sushi, unspecified",
10930,"unspecified fruit",
10931,"Cajon Maque Chou",
10933,"milkshake",
10934,"queso fresco, unpasteurized",
10937,"roast beef, other",
10938,"pork, roasted",
10939,"salad, unspecified","Leafy (eg. lettuce)"
10940,"pork, roasted","Pork"
10941,"pizza, vegetable",
10945,"soup, other vegetable-based",
10949,"salsa, unspecified",
10951,"carne asada",
10964,"lettuce-based salads unspecified",
10969,"crab salad",
10970,"mixed fruit *****",
10977,"fish, roi","Fin fish"
10982,"chicken, nuggets/fingers",
10982,"french fries",
10983,"powdered milk",
11000,"roast beef, unspecified",
11001,"ice",
11004,"potato salad",
11007,"lettuce, unspecified",
11007,"tomato, unspecified",
11011,"BEVERAGE W ICE, UNSPECIFIED",
11011,"multiple cheeses, pasteurized",
11011,"vegetable tray",
11013,"ice",
11019,"green salad",
11028,"quiche",
11028,"stuffed mushroom",
11034,"scallop, conch, sea cucumber",
11035,"lobster salad",
11035,"shark fin soup",
11035,"sweet rice with crabmeat",
11036,"cake",
11039,"lettuce based salads",
11041,"sandwich, beef",
11045,"pork, roasted","Pork"
11049,"multiple foods",
11053,"lettuce, unspecified",
11054,"gelatin, unspecified",
11055,"guacamole, unspecified",
11062,"pizza, cheese",
11073,"sandwich, submarine",
11078,"pork, roasted",
11083,"steak, sirloin",
11096,"pork, other",
11098,"multiple foods",
11101,"pie, merengue",
11102,"house salad",
11103,"sandwich, chicken",
11105,"broccoli, unspecified",
11108,"pork, BBQ",
11113,"Chicken Biryani",
11117,"ice tea",
11120,"seafood dish, unspecified",
11120,"tortellini, cheese",
11125,"burrito, beef",
11130,"sandwich, deli",
11133,"glazed carrots",
11133,"Salads",
11135,"refried beans, unspecified",
11142,"clams","Shellfish"
11147,"beans, baked",
11147,"pork, unspecified",
11147,"potato salad",
11149,"ham, other",
11153,"jello salad",
11155,"salad dressing, unspecified",
11161,"chicken, other",
11167,"potato salad",
11170,"fruit salad",
11176,"chicken, BBQ",
11176,"pasta salad",
11181,"watermelon","Fruit"
11185,"egg-based sauce, other",
11185,"lettuce-based salads unspecified",
11187,"rice, spanish",
11188,"chicken, other",
11188,"refried beans, unspecified",
11191,"chicken",
11202,"house salad",
11224,"sandwich, club",
11226,"rice, broccoli and cheese",
11228,"fish, raw fish","Fin fish"
11232,"shrimp cocktail",
11233,"sandwich, speciality",
11235,"cheese, unspecified",
11235,"iceberg lettuce, unspecified",
11235,"tortilla, unspecified",
11236,"chicken, teriyaki",
11237,"lettuce-based salads unspecified",
11239,"deli meat, unspecified",
11241,"beans, unspecified",
11242,"mixed fruit *****",
11243,"green salad",
11244,"Chicken",
11244,"watermelon",
11249,"pie, apple",
11256,"cake",
11261,"grapes, unspecified",
11269,"green salad","Leafy (eg. lettuce)"
11272,"pork, BBQ",
11277,"turkey, unspecified",
11297,"chicken, unspecified",
11298,"mushrooms",
11320,"ice cream, homemade",
11321,"mutiple Mexican foods",
11322,"pie",
11331,"chicken, fried",
11331,"fish, tilapia",
11333,"green salad",
11334,"meat, other *****",
11335,"shrimp",
11337,"Chicken Biryani",
11338,"pork, other",
11340,"potato, boiled",
11342,"orange juice, unpasteurized",
11343,"ice cream, commercial",
11344,"ground beef, hamburger",
11345,"Tomato, beefsteak","Vine-stalk  eg. tomato"
11346,"cucumber salad",
11350,"beef, picadilla","Beef"
11351,"chicken salad",
11352,"Sphyraena barracuda","Fin fish"
11358,"sandwich, turkey",
11363,"Chicken Wrap",
11364,"lettuce, prepackaged",
11365,"grapes, green",
11365,"lettuce, prepackaged",
11366,"whole milk, unpasteurized",
11367,"stuffed chicken","Chicken"
11369,"oysters, raw","Shellfish"
11370,"deli meat, sliced turkey","Turkey"
11371,"cake, tiramisu","Eggs"
11371,"crab cakes","Eggs"
11371,"eggs, other *****","Eggs"
11371,"mayonnaise, homemade","Eggs"
11372,"multiple foods",
11373,"multiple foods",
11376,"roma tomato","Vine-stalk  eg. tomato"
11377,"other food *****",
11389,"ice tea",
11392,"pizza, unspecified",
11394,"sandwich, turkey",
11397,"tamale, unspecified",
11405,"enchilada, chicken",
11413,"potato salad",
11413,"rice",
11414,"rolls","Bread"
11426,"tap water",
11427,"ice tea",
11434,"caesar salad",
11434,"crab cakes",
11435,"bread, unspecified",
11435,"caesar salad",
11435,"salad, other *****",
11448,"beef/steak dish, other",
11449,"ranch dressing",
11454,"sandwich, unspecified",
11456,"beef, BBQ",
11458,"sausage, unspecified",
11460,"chicken, grilled",
11460,"sausage, bratwurst",
11474,"house salad",
11479,"sandwich, roast beef",
11491,"ground beef, other",
11491,"mixed meats, unspecified",
11494,"pork, roasted",
11494,"seafood pasta",
11495,"chicken, buffalo wings",
11498,"peanuts",
11502,"cookies, unspecified",
11502,"Lemon bars",
11503,"unspecified fish",
11504,"salad, unspecified",
11516,"shrimp, steamed",
11518,"lettuce-based salads unspecified",
11519,"multiple foods",
11522,"chicken",
11542,"pizza, unspecified",
11546,"lettuce-based salads unspecified",
11555,"lettuce-based salads unspecified",
11555,"salad bar",
11557,"sandwich, deli",
11559,"salad, unspecified",
11560,"ranch dressing",
11560,"salad, unspecified",
11561,"beans, unspecified",
11561,"rice",
11566,"beans, unspecified",
11572,"water, unspecified",
11575,"Oysters",
11584,"cake, unspecified",
11588,"green salad",
11594,"sandwich, submarine",
11597,"sandwich, unspecified",
11599,"vegetable tray",
11600,"pasta salad",
11601,"multiple salads",
11604,"bread, unspecified",
11621,"sandwich, deli",
11625,"cake, unspecified",
11627,"carrots, unspecified",
11628,"soup, chicken noodle",
11631,"salmon, smoked",
11643,"green salad",
11643,"meatballs",
11647,"iceberg lettuce, unspecified",
11657,"turkey, roasted",
11670,"tea",
11670,"tomato, unspecified",
11671,"iceberg lettuce, unspecified","Leafy (eg. lettuce)"
11672,"caesar salad",
11675,"turkey and gravy","Turkey"
11675,"turkey, roasted","Turkey"
11676,"romaine lettuce, unspecified","Leafy (eg. lettuce)"
11683,"dips, unspecified",
11683,"fried onions/onion rings, unspecified",
11689,"sandwich, unspecified",
11693,"antipasto salad",
11693,"candy, chocolate",
11693,"cream puffs",
11693,"potato chips",
11693,"rolls",
11693,"seafood dip",
11693,"spinach dip",
11693,"tuna salad",
11693,"wedding soup",
11694,"chicken, baked",
11702,"chicken salad",
11703,"BEVERAGE W ICE, UNSPECIFIED",
11704,"turkey, baked",
11709,"house salad",
11716,"coleslaw",
11721,"queso fresco, unpasteurized",
11725,"cake, brownie",
11730,"swiss cheese, pasteurized",
11732,"coffee",
11733,"turkey, baked",
11734,"soup, chicken",
11736,"steak, prime rib",
11742,"pork, BBQ","Pork"
11754,"beef, meatball",
11754,"sausage, Italian",
11756,"watermelon",
11760,"pork, roasted","Pork"
11763,"chile relleno, unspecified",
11769,"milk/cream",
11770,"corned beef, unspecified",
11777,"BEVERAGE W ICE, UNSPECIFIED",
11778,"cake, cheese",
11786,"pasta salad",
11801,"sandwich, deli",
11803,"turkey, smoked",
11807,"chicken, curry",
11811,"stew/chili, unspecified",
11812,"ethnic style, buffet",
11820,"stuffing, unspecified",
11827,"milkshake",
11835,"beef, chili","Ground Beef"
11843,"quiche",
11843,"whole milk, pasteurized",
11844,"speciality salads unspecified",
11853,"chocolate torte",
11855,"alcohol, unspecified",
11855,"cake, cheese",
11855,"coleslaw",
11855,"mixed fruit *****",
11855,"soup, turkey",
11866,"cake, unspecified",
11877,"Cobb dressing",
11877,"Cobb salad",
11882,"ribs, pork",
11884,"tomato (see fruit)",
11900,"chicken","Chicken"
11903,"pork, other",
11906,"beef, other",
11907,"pizza, unspecified",
11915,"BBQ, unspecified",
11919,"oysters, raw",
11923,"Desserts",
11925,"mixed fruit",
11929,"Salads",
11931,"Fried Rice",
11938,"CARNITAS, PORK","Pork"
11940,"mutiple Mexican foods",
11941,"RAW COLOSTRUM",
11941,"RAW MILK",
11943,"taco, unspecified","Fungus (eg. mushrooms)"
11948,"salad, unspecified",
11949,"rice",
11951,"chicken, nuggets/fingers",
11952,"spaghetti, unspecified",
11955,"Crab, cooked",
11955,"rice, white",
11955,"Spinach, cooked",
11958,"chicken dishes, unspecified",
11958,"chips, tortilla",
11961,"alfalfa sprouts",
11962,"french fries",
11962,"sandwich, beef",
11962,"sandwich, turkey",
11976,"rice dishes",
11976,"roast beef, other",
11976,"seafood pasta",
11977,"tuna, unspecified",
11981,"cookies, unspecified",
11982,"tuna salad",
11988,"BBQ, unspecified",
11988,"coleslaw",
11991,"potato salad","Root (eg. potato)"
11993,"chicken, roasted",
12001,"salad, unspecified",
12006,"cake",
12010,"beans, baked",
12011,"beef, meatball",
12014,"tuna salad",
12018,"turkey, baked",
12023,"oysters, raw","Shellfish"
12026,"homemade cheese, unpasteurized",
12028,"avocado, unspecified","Fruit"
12029,"salsa, unspecified",
12031,"beef, other",
12031,"ham, unspecified",
12052,"potato salad","Root (eg. potato)"
12052,"potato salad","Sauces/ Dressings"
12056,"Prime Rib",
12057,"sandwich, submarine",
12066,"chicken, grilled",
12066,"coleslaw",
12066,"pasta salad",
12067,"cake, unspecified",
12069,"multiple foods",
12076,"salad, unspecified",
12100,"pancit",
12102,"beans, unspecified",
12103,"carne asada",
12124,"fish, puffer unspecified",
12131,"ranch dressing",
12131,"salad bar",
12132,"chicken, unspecified",
12132,"pineapple, unspecified",
12133,"sandwich, submarine",
12136,"beef, other",
12137,"lettuce, unspecified",
12141,"refried beans, unspecified",
12142,"chicken, fried",
12144,"turkey, baked",
12145,"mixed fruit *****","Fruit"
12145,"mixed fruit *****","Melon"
12145,"sandwich, beef","Beef"
12145,"sandwich, beef","Bread"
12145,"sandwich, beef","Cheese"
12145,"sandwich, beef","Leafy (eg. lettuce)"
12145,"sandwich, beef","Vine-stalk  eg. tomato"
12147,"multiple foods",
12148,"CHILI COLORADO",
12149,"mutiple Mexican foods",
12155,"burrito, beef",
12155,"burrito, cheese",
12157,"ham, other","Leafy (eg. lettuce)"
12157,"ham, other","Pork"
12157,"ham, other","Wraps/tortillas"
12162,"tea, unspecified",
12162,"turkey and gravy",
12164,"pizza, unspecified",
12165,"mayonnaise made with raw eggs",
12169,"coleslaw","Leafy (eg. lettuce)"
12172,"ice cream/yogurt, other",
12178,"oysters, raw",
12181,"green salad",
12184,"ethnic style, unspecified",
12186,"salad, unspecified",
12202,"turkey, baked",
12214,"egg rolls",
12214,"lettuce",
12214,"spring rolls, unspecified",
12217,"stuffing, unspecified",
12230,"lettuce-based salads unspecified",
12230,"unspecified beverage",
12230,"unspecified fruit",
12235,"green beans, unspecified",
12239,"ice",
12241,"beef, BBQ",
12256,"RAW MILK",
12258,"watermelon",
12263,"tuna salad",
12263,"tuna, unspecified",
12270,"cheesecake",
12272,"lettuce-based salads unspecified",
12273,"chicken, BBQ",
12273,"ham, biscuit",
12273,"potato salad",
12283,"sandwich, deli",
12286,"chicken, baked","Chicken"
12286,"chicken, baked","Sauces/ Dressings"
12286,"rice, wild","Rice"
12286,"rice, wild","Sauces/ Dressings"
12288,"cake, unspecified",
12289,"lettuce based salads",
12289,"shrimp dishes unspecified",
12289,"unspecified vegetables",
12305,"oysters, raw",
12311,"shrimp",
12314,"refried beans, unspecified",
12318,"STUFFED POTATO PUFFS",
12319,"CHICKEN SKEWERS",
12320,"shrimp",
12322,"dill dip",
12322,"raspberry dressing",
12323,"hard ice tea",
12328,"biscuits",
12328,"lettuce based salads",
12332,"caramel rolls",
12332,"honeydew melon",
12334,"refried beans, unspecified",
12339,"beef, other",
12344,"fruit salad",
12344,"green salad",
12344,"pasta salad",
12347,"fruit salad",
12354,"crab, unspecified",
12361,"sausage, beef",
12368,"mixed fruit *****",
12387,"stew/chili, other",
12388,"multiple salads",
12393,"egg baked/casserole",
12396,"oysters, raw",
12403,"pork, smoked",
12406,"sandwich, submarine",
12414,"chicken, shredded",
12418,"chips, tortilla",
12418,"salsa, unspecified",
12419,"chicken salad",
12424,"oysters",
12427,"deli meat, unspecified",
12428,"Cake,marble",
12431,"sandwich, turkey",
12435,"beef, stew",
12436,"vanilla cake","Other baked goods"
12441,"eggs, over-easy",
12445,"eggs, scrambled",
12464,"roast beef, other",
12464,"tap water",
12469,"pasta salad",
12478,"lettuce-based salads unspecified",
12478,"sandwich, unspecified",
12497,"Curry Chicken",
12498,"lettuce-based salads unspecified",
12500,"potato salad",
12509,"jerky",
12510,"chicken, unspecified",
12511,"cookies, unspecified",
12516,"multiple foods",
12520,"ground beef, unspecified",
12526,"turkey salad",
12528,"multiple foods",
12530,"CHICKEN, SOY SAUCE",
12530,"PORK, SOY SAUCE",
12536,"chicken, baked",
12553,"cake",
12553,"coleslaw",
12553,"Spinach Artichoke Dip",
12562,"ground beef, other",
12565,"sandwich, submarine",
12570,"sandwich, turkey",
12578,"green salad",
12578,"pizza, pep/ham/sausage",
12579,"multiple foods",
12581,"ham, other","Pork"
12587,"chicken, casserole",
12587,"pork, other",
12588,"pork, roasted",
12589,"fish",
12594,"sausage, unspecified",
12602,"sandwich, other *****",
12608,"strawberries","Fruit"
12616,"chicken, BBQ","Chicken"
12619,"tap water","Water"
12620,"unspecified fruit","Fruit"
12621,"chicken dishes, unspecified","Chicken"
12625,"chicken salad",
12626,"other cheese, unpasteurized",
12630,"house salad",
12630,"ice",
12631,"stuffing, unspecified",
12637,"steak, beef tips",
12637,"steak, sirloin",
12642,"green salsa",
12642,"pig head",
12642,"red salsa",
12646,"multiple foods",
12647,"LASAGNA (VEGGIE)",
12648,"CHICKEN STIR FRY",
12653,"Crabcake",
12671,"lemon, unspecified",
12671,"potato salad",
12671,"scallops, baked",
12674,"pork, BBQ",
12675,"chicken",
12675,"ham, other",
12675,"mixed vegetables, carrots and celery",
12675,"sandwich, chicken",
12676,"deli tray",
12680,"refried beans, unspecified",
12680,"Steamed rice",
12688,"ham, unspecified",
12690,"sandwich, other specialty",
12692,"mesclun mix, unspecified",
12696,"roast beef, other",
12700,"pork, BBQ",
12703,"turkey, roasted",
12705,"enchiladas",
12707,"sandwich, unspecified",
12708,"beans, unspecified",
12712,"tap water",
12715,"salad, unspecified",
12721,"other food *****",
12724,"queso fresco, unpasteurized",
12724,"RAW MILK",
12728,"pork",
12729,"onion",
12733,"other vegetable *****",
12738,"mixed vegetables, unspecified",
12744,"chicken, BBQ",
12747,"TRI-TIP","Beef"
12747,"TRI-TIP","Spices"
12750,"roast beef, unspecified","Beef"
12754,"Specialty/Ethnic dishes",
12767,"avocado, unspecified",
12767,"cilantro",
12767,"guacamole, unspecified",
12767,"tomato, unspecified",
12768,"hummus",
12773,"RAW MILK",
12777,"tomato, unspecified",
12789,"turkey, other",
12793,"Spinach",
12796,"lettuce, unspecified",
12797,"lettuce, unspecified",
12801,"fruit salad",
12804,"tomato, unspecified",
12805,"peanut butter",
12810,"bun",
12810,"Danishes",
12810,"doughnuts, unspecified",
12813,"ice",
12815,"grapes, unspecified",
12816,"chicken, shredded",
12820,"roast beef, other",
12826,"green beans, unspecified",
12828,"ground beef, cheeseburger",
12838,"sandwich, submarine",
12840,"beans, baked",
12840,"unknown fruit",
12841,"Oysters",
12847,"fritatta",
12848,"burrito, beef",
12853,"ice water",
12864,"fish, wahoo",
12868,"Chicken Wrap",
12868,"sandwich, chicken",
12868,"steak, prime rib",
12869,"beef, smoked",
12872,"sandwich, unspecified",
12879,"pork, smoked",
12886,"beef fajita",
12886,"quesadilla, chicken",
12890,"tomato, unspecified","Vine-stalk  eg. tomato"
12892,"turkey, roasted","Turkey"
12897,"butter","Butter"
12897,"goat cheese/chevre, unpasteurized","Cheese"
12897,"goat milk, unpasteurized","Milk"
12897,"whole milk, unpasteurized","Milk"
12899,"beef, other",
12904,"cantaloupe",
12904,"watermelon",
12915,"vanilla cake",
12918,"cake, unspecified",
12921,"bread, white","Bread"
12921,"other cheese","Cheese"
12926,"bean sprouts",
12930,"guacamole",
12932,"RAW MILK","Milk"
12937,"pork, smoked",
12942,"chicken, strips",
12942,"chips, tortilla",
12942,"crudites",
12942,"ground beef, meatballs",
12942,"mixed fruit",
12942,"quiche",
12942,"stuffed mushroom",
12946,"salsa, unspecified",
12959,"vegetable fried rice",
12960,"tomato, unspecified","Produce"
12962,"sandwich, ham",
12965,"Desserts",
12975,"wrap, unspecified","Leafy (eg. lettuce)"
12976,"ice cream, homemade",
12985,"hummus",
12988,"pizza, unspecified",
12999,"Fig Crisp",
13031,"coleslaw",
13031,"pork, BBQ",
13040,"house salad",
13041,"nachos, unspecified",
13043,"Chicken satay",
13046,"chicken, marsala",
13048,"fish, grouper, unspecified",
13058,"mixed fruit *****",
13058,"sausage",
13062,"turkey ziti, casserole","Pasta"
13062,"turkey ziti, casserole","Turkey"
13070,"lettuce-based salads unspecified",
13072,"chicken",
13072,"green salad",
13082,"sandwich, submarine",
13083,"refried beans, unspecified",
13085,"gravy, unspecified",
13088,"cheese products",
13103,"beef, meatball",
13108,"pork, roasted",
13142,"gravy",
13142,"turkey, roasted",
13143,"pudding, banana",
13144,"lettuce-based salads unspecified",
13146,"pudding, banana",
13148,"cheese, unspecified",
13148,"Shami Kabob",
13151,"cake, unspecified",
13151,"grapes, unspecified",
13151,"pineapple, unspecified",
13151,"watermelon",
13152,"lettuce based salads",
13154,"multiple foods",
13160,"pancit",
13164,"fish, baracuda",
13166,"rice",
13170,"lettuce based salads",
13178,"potatoes",
13178,"turkey, baked",
13179,"chicken, baked",
13179,"corn, unspecified",
13179,"ham, other",
13179,"macaroni and cheese",
13179,"rice, white",
13190,"Imperial rice",
13193,"Lemonade",
13195,"gravy, sausage",
13197,"Crab and Artichoke Dip",
13198,"MOLE",
13206,"ice",
13206,"water",
13214,"pot pie",
13217,"margarine",
13230,"ground beef",
13249,"lettuce based salads",
13253,"tomato, unspecified",
13255,"muffin, unspecified",
13256,"gravy",
13256,"steak, other",
13259,"turkey, smoked",
13260,"potato salad",
13264,"pork, unspecified",
13275,"ice cream, homemade",
13279,"tuna, unspecified",
13284,"ANTIPASTI",
13286,"pork, roasted",
13288,"ground beef, other","Ground Beef"
13291,"spring salad",
13292,"stuffed chicken",
13296,"taco or nacho salad",
13298,"BEANS, CHILI",
13301,"sandwich, deli",
13307,"pork, BBQ",
13335,"chili",
13335,"ground beef, cheeseburger",
13336,"caesar salad",
13336,"french fries",
13337,"TRI-TIP",
13338,"hollandaise sauce",
13349,"sandwich, deli","Turkey"
13351,"bread, unspecified",
13351,"dips, unspecified",
13360,"apple cider, unpasteurized",
13366,"pork, BBQ","Pork"
13368,"tostada, unspecified",
13381,"Spinach Artichoke Dip",
13393,"beef, stew","Beef"
13400,"chef salad",
13401,"lettuce based salads",
13411,"pasta",
13414,"asparagus, unspecified",
13414,"potato, unspecified",
13417,"chicken, shredded",
13423,"cookies, unspecified",
13436,"ground beef, other",
13436,"lamb, unspecified",
13440,"cake",
13441,"vegetable-based salads unspecified",
13455,"lettuce-based salads unspecified",
13460,"sandwich, ham",
13463,"enchilada, chicken",
13463,"refried beans, unspecified",
13466,"pork",
13473,"sandwich, beef",
13473,"sandwich, ham",
13473,"sandwich, tuna fish",
13473,"sandwich, turkey",
13479,"lasagna, beef",
13480,"sandwich, submarine",
13493,"turkey and gravy",
13495,"turkey, baked","Turkey"
13498,"fajita, chicken",
13498,"guacamole, unspecified",
13498,"refried beans, unspecified",
13503,"chocolate strawberries",
13503,"sandwich, deli",
13513,"RIB, BBQ, UNSPECIFIED",
13516,"sausage",
13517,"celery, unspecified",
13519,"mutiple Mexican foods","Beef"
13519,"mutiple Mexican foods","Leafy (eg. lettuce)"
13519,"mutiple Mexican foods","Wraps/tortillas"
13526,"Appetizer",
13527,"refried beans, unspecified",
13528,"turkey dishes",
13529,"pasta-based salads unspecified",
13531,"oysters, raw",
13536,"fish, amberjack",
13541,"ribs, pork",
13543,"sushi rolls",
13546,"tomato, basil and mozzarella salad",
13550,"pork, roasted",
13551,"turkey",
13553,"homemade cheese, unpasteurized",
13557,"chicken parmesan",
13557,"lettuce based salads",
13558,"stuffing, unspecified",
13558,"turkey, roasted",
13559,"mixed fruit *****","Fruit"
13559,"mixed fruit *****","Melon"
13560,"sandwich, turkey","Bread"
13560,"sandwich, turkey","Cheese"
13560,"sandwich, turkey","Turkey"
13561,"chicken, cacciatore",
13561,"eggplant, unspecified",
13561,"steak, unspecified",
13563,"beef, other",
13569,"soup, other *****",
13577,"chicken, seared","Chicken"
13597,"cheddar cheese, unpasteurized",
13597,"RAW MILK",
13607,"multiple foods",
13608,"multiple foods",
13610,"fish, escolar",
13612,"turkey, roasted",
13625,"salad dressing",
13628,"DELI ITEMS",
13634,"Chicken and Broccoli",
13637,"salsa, unspecified",
13639,"mashed potato/gravy",
13643,"fish, escolar",
13650,"shrimp salad",
13652,"salad, unspecified",
13653,"mashed potato/gravy",
13654,"sandwich, chicken",
13658,"turkey, roasted",
13659,"macaroni and cheese",
13672,"salad, unspecified",
13673,"caesar salad",
13676,"RAW MILK",
13677,"caesar salad",
13680,"multiple salads",
13681,"pork, roasted",
13683,"bread, unspecified",
13683,"lettuce based salads",
13683,"Prime Rib",
13689,"SUSHI, SEAFOOD",
13692,"beef, stew",
13696,"caesar salad",
13705,"sandwich, deli",
13720,"Prime Rib",
13722,"cheese",
13722,"RAW MILK",
13724,"dessert, other *****",
13724,"Desserts",
13724,"eggs, unspecified",
13728,"ICE CREAM, WITH FRESH BERRIES","Fruit"
13728,"ICE CREAM, WITH FRESH BERRIES","Ice Cream"
13729,"salad bar",
13744,"multiple foods",
13747,"chicken, fried","Chicken"
13753,"chicken, unspecified",
13766,"lettuce, unspecified",
13766,"Prime Rib",
13769,"lettuce, unspecified",
13776,"salad, unspecified",
13776,"soup unspecified",
13782,"ham, other",
13783,"cantaloupe",
13783,"fruit salad",
13783,"grapes, unspecified",
13783,"green salad",
13783,"honeydew melon",
13790,"vinagarette-based dressing",
13794,"stuffing, unspecified",
13795,"CHICKEN WINGS, BBQ",
13800,"steak, unspecified",
13804,"chicken, baked",
13809,"turkey, unspecified",
13817,"salad, unspecified",
13818,"Crispy Pork","Pork"
13825,"sandwich, unspecified",
13826,"pizza",
13830,"multiple salads",
13838,"sandwich, deli",
13848,"black bean and beef nachos",
13854,"beans, unspecified",
13854,"lettuce, unspecified",
13854,"rice",
13860,"macaroni salad",
13871,"ICE",
13872,"macaroni and cheese",
13872,"turkey",
13891,"fish, amberjack",
13894,"TRI-TIP",
13900,"croissants",
13903,"cookies, unspecified",
13907,"pork, BBQ",
13908,"mixed fruit *****",
13909,"ice cream, unspecified",
13909,"nachos, unspecified",
13910,"caesar salad",
13913,"Pepperoni",
13916,"chili",
13917,"alfalfa sprouts","Sprouts"
13919,"pasta salad",
13923,"house salad",
13933,"mashed potato/gravy",
13933,"multiple salads",
13936,"turkey, unspecified",
13937,"chili sauce, unspecified",
13937,"hot dog, unspecified",
13938,"chicken, cordon bleu",
13940,"lettuce based salads",
13961,"sushi, unspecified",
13963,"steak, filet mignon",
13964,"cake, cheese",
13964,"garden salad",
13967,"caesar salad",
13967,"dessert unspecified",
13972,"dietary supplement",
13973,"cake",
13973,"Fruit tea",
13983,"cake, unspecified",
13984,"Miscellaneous",
13985,"Muffin",
13988,"Chicken",
13988,"ICE",
13990,"brisket",
13996,"house salad",
