"EFORSCDCID","FoodCategoryName","ContaminatedIngredient"
5211,"cheese and crackers","Other baked goods"
5211,"grapes, unspecified","Fruit"
5214,"pizza, unspecified",
5215,"salsa, unspecified",
5230,"strawberries",
5230,"watermelon",
5232,"iceberg lettuce, unspecified",
5235,"multiple foods",
5238,"turkey, other",
5243,"ice cream, unspecified",
5259,"chips, unspecified",
5259,"dips, unspecified",
5260,"sandwich, chicken",
5261,"multiple salads",
5261,"sandwich, unspecified",
5264,"salad, unspecified",
5264,"sandwich, unspecified",
5265,"steak, prime rib",
5267,"eggs benedict","Eggs"
5268,"refried beans, unspecified",
5268,"rice, unspecified",
5269,"oysters, raw",
5272,"sandwich, ham",
5273,"sandwich, chicken",
5276,"pork, other",
5277,"gravy, unspecified",
5278,"guacamole",
5287,"multiple foods",
5289,"refried beans, unspecified",
5289,"rice, unspecified",
5290,"sandwich, unspecified",
5291,"green salad",
5295,"caesar salad",
5295,"chicken, tetrazini",
5298,"salad bar",
5299,"green salad","Leafy (eg. lettuce)"
5300,"green pea salad",
5300,"vegetable-based salads unspecified",
5301,"broccoli, unspecified",
5304,"salsa, unspecified",
5306,"green salad",
5308,"chicken, ala king",
5309,"other cheese, pasteurized",
5310,"green salad",
5311,"bun",
5314,"gravy, beef",
5314,"potato, mashed",
5315,"chicken, baked",
5316,"sandwich, turkey",
5325,"refried beans, unspecified",
5325,"rice, unspecified",
5325,"salsa, unspecified",
5327,"ranch dressing",
5328,"multiple salads",
5339,"multiple foods",
5340,"burrito, chicken",
5340,"enchilada, chicken",
5344,"ethnic style, unspecified",
5345,"multiple foods",
5347,"sandwich, turkey",
5349,"cucumber, unspecified",
5349,"feta cheese, unspecified",
5349,"oil, unspecified",
5352,"ground beef, other",
5362,"sandwich, unspecified",
5365,"pasta salad",
5367,"deli meat, multiple",
5370,"bean dishes",
5370,"soup, garri egusi",
5371,"roast beef, other",
5373,"ethnic style, unspecified",
5376,"multiple foods",
5383,"enchilada, chicken",
5383,"rice, spanish",
5383,"tamale, unspecified",
5385,"ice",
5386,"soup, cream of crab",
5388,"multiple salads",
5390,"green salad",
5390,"pasta salad",
5390,"tuna salad",
5408,"ham, unspecified",
5408,"other cheese, unspecified",
5412,"ground beef, hamburger",
5413,"shell eggs, scrambled hard",
5415,"ice",
5426,"ground beef, unspecified",
5429,"chicken, baked",
5435,"gravy, beef",
5435,"roast beef, other",
5435,"squash casserole",
5442,"fried rice, unspecified",
5442,"mussels, steamed",
5446,"egg salad/egg salad sandwich",
5451,"coleslaw",
5451,"salami, mixed meats",
5452,"crab cakes",
5454,"chicken, unspecified",
5458,"crab newburgh",
5458,"green salad",
5461,"chicken, fried","Chicken"
5466,"deli tray",
5466,"seafood pasta",
5466,"spaghetti, unspecified",
5467,"cake, unspecified",
5470,"fried rice, unspecified",
5470,"spring rolls, unspecified",
5475,"oysters, raw",
5483,"chicken, unspecified",
5490,"cake, unspecified",
5490,"tomato, unspecified",
5493,"Cheese pasteurized",
5507,"meat sauce",
5508,"mashed potato/gravy",
5510,"ice",
5514,"potato salad",
5515,"lettuce-based salads unspecified",
5521,"ice cream, homemade",
5522,"meat casserole",
5522,"potato, unspecified",
5522,"refried beans, unspecified",
5530,"vegetable-based salads unspecified",
5533,"lettuce-based salads unspecified",
5534,"cake, unspecified",
5545,"refried beans, unspecified",
5556,"rice, white",
5557,"oysters, raw",
5557,"sushi, unspecified",
5559,"peppers, chili",
5561,"eggs, unspecified",
5562,"peppers, chili",
5562,"pinto beans",
5564,"carrots, unspecified",
5565,"honeydew melon",
5565,"pineapple, unspecified",
5567,"multiple salads",
5567,"sandwich, deli",
5568,"black beans and rice",
5568,"red meat, unspecified",
5571,"chicken, fried",
5573,"house salad",
5574,"potato, mashed",
5574,"whole milk, pasteurized",
5575,"shrimp dishes unspecified",
5576,"turkey, roasted",
5578,"fried rice, unspecified",
5579,"ground beef, unspecified",
5580,"chicken, fried",
5580,"noodles, unspecified",
5580,"unspecified fish",
5581,"sandwich, deli",
5587,"goat, other",
5593,"carrots, unspecified",
5593,"sandwich, deli",
5593,"tap water",
5598,"turkey, unspecified",
5601,"pork, BBQ",
5603,"sandwich, submarine",
5607,"chicken, grilled",
5608,"quesadilla, unspecified",
5609,"meat sauce",
5611,"taco, unspecified",
5612,"turkey and gravy",
5613,"beef/steak dish, unspecified",
5616,"meat, unspecified",
5622,"candy unspecified",
5628,"cake, unspecified",
5630,"cantaloupe",
5630,"honeydew melon",
5630,"pineapple, unspecified",
5631,"house salad",
5633,"house salad",
5633,"water",
5634,"coleslaw",
5639,"fish, ahi",
5643,"taco, unspecified",
5645,"gravy, chicken",
5647,"cake, unspecified",
5656,"chicken, unspecified",
5656,"salad, unspecified",
5659,"cilantro, unspecified",
5662,"punch, unspecified",
5667,"BBQ, unspecified",
5668,"liver, chicken",
5671,"ground beef, other",
5671,"meat sauce",
5671,"noodles, unspecified",
5673,"cupcakes",
5677,"chicken, nuggets/fingers",
5678,"egg-containing food, other",
5679,"multiple foods",
5684,"bread, garlic bread",
5684,"lettuce-based salads unspecified",
5691,"coleslaw",
5692,"tea, unspecified",
5693,"cake, unspecified",
5694,"bread, cornbread dressing",
5694,"coleslaw",
5694,"turkey and gravy",
5699,"fish, amberjack",
5703,"barbecue sauce",
5703,"beans, BBQ",
5704,"pork, roasted",
5706,"salad bar",
5707,"salami, unspecified",
5708,"ham, unspecified","Pork"
5709,"tofu, unspecified",
5710,"beans, BBQ",
5712,"lettuce-based salads unspecified",
5714,"beef, stew",
5716,"potato salad",
5718,"oysters, raw",
5720,"whole milk, unpasteurized","Milk"
5721,"soup, turkey",
5722,"beans, baked",
5723,"eggs, unspecified",
5723,"raw egg milkshake",
5729,"ground beef, hamburger",
5733,"enchilada, unspecified",
5734,"gravy, unspecified",
5736,"house salad",
5738,"bread, unspecified",
5738,"fruit punch, unspecified",
5738,"lettuce-based salads unspecified",
5743,"beef, stew",
5746,"ground beef, meatballs",
5747,"ice",
5747,"soda, unspecified",
5748,"condiment, unspecified",
5752,"deli tray",
5759,"turkey, roasted",
5760,"turkey, roasted",
5761,"chicken, other",
5762,"fish, baracuda",
5763,"corn, unspecified",
5763,"green beans, unspecified",
5763,"turkey, unspecified",
5769,"sandwich, other specialty",
5771,"crab cakes",
5773,"chicken, unspecified",
5775,"sandwich, deli",
5775,"sandwich, other vegetable",
5778,"multiple foods",
5780,"deli meat, multiple",
5781,"potato salad",
5785,"gravy, beef",
5785,"potato, mashed",
5785,"roast beef, unspecified",
5786,"red salsa",
5787,"sandwich, deli",
5788,"sandwich, ham",
5789,"potato, unspecified",
5789,"unspecified beverage",
5791,"cake, chocolate",
5796,"chicken, fried",
5797,"multiple foods",
5803,"vegetable-based salads unspecified",
5804,"chicken, other",
5804,"refried beans, unspecified",
5804,"rice, spanish",
5811,"green salad",
5813,"spinach, unspecified",
5814,"meat, unspecified",
5814,"unspecified vegetables",
5816,"egg-based sauce, other",
5817,"pasta salad",
5817,"potato salad",
5818,"ground beef, other",
5820,"fruit salad",
5820,"vegetable tray",
5825,"ethnic style, buffet",
5827,"ethnic style, buffet",
5833,"cake, unspecified",
5836,"lettuce-based salads unspecified",
5836,"potato salad",
5836,"sausage, mettwurst",
5837,"red salsa","Leafy (eg. lettuce)"
5837,"red salsa","Root (eg. potato)"
5841,"sandwich, submarine",
5844,"pizza, meat",
5847,"pasta, unspecified",
5850,"carnitas, unspecified",
5851,"pizza, meat and vegetable",
5854,"potato salad",
5856,"salad bar",
5856,"tuna salad",
5857,"green salad",
5858,"sandwich, turkey",
5862,"rice, spanish",
5865,"turkey, unspecified",
5869,"steak, other",
5870,"fruit salad",
5870,"grapefruit, unspecified",
5871,"ground beef, other",
5871,"macaroni and cheese",
5871,"peppers, green",
5873,"shrimp, unspecified",
5876,"tamale, unspecified",
5879,"taco, beef",
5881,"coleslaw",
5881,"egg salad/egg salad sandwich",
5881,"tuna salad",
5882,"antipasta salad",
5883,"eggs, other",
5883,"pie, merengue",
5888,"ham, unspecified",
5888,"potato salad",
5889,"pork, other",
5891,"beef, stew",
5892,"sandwich, submarine",
5893,"hot dog, unspecified",
5893,"sausage, unspecified",
5894,"chicken, unspecified",
5894,"green salad",
5896,"crawfish/crayfish, unspecified",
5897,"honeydew melon",
5897,"musk melon",
5897,"watermelon",
5898,"chicken salad",
5901,"chicken, unspecified",
5901,"shrimp dishes unspecified",
5902,"pizza, meat",
5903,"caesar salad",
5903,"pineapple, unspecified",
5903,"vegetable dip, unspecified",
5904,"cake, unspecified",
5905,"fruit punch, unspecified",
5905,"tea, unspecified",
5907,"caesar salad",
5907,"fruit salad",
5910,"fish blue marlin",
5917,"carnitas, unspecified","Pork"
5924,"goat milk, unpasteurized","Milk"
5924,"whole milk, unpasteurized","Milk"
5926,"avocado, unspecified",
5927,"waldorf salad",
5931,"roast beef, other","Beef"
5932,"chicken, chimichanga",
5936,"beef, BBQ",
5936,"ham, other",
5936,"pork, BBQ",
5938,"beef, jerky",
5939,"burrito, pork",
5947,"chicken, curry",
5951,"gumbo, unspecified",
5952,"cheese and crackers",
5952,"rice crispy treat",
5952,"venison, jerky",
5955,"oysters, raw",
5960,"chicken, other",
5962,"house salad",
5963,"cake, chocolate",
5969,"chow mein",
5970,"taco or nacho salad","Beef"
5970,"taco or nacho salad","Leafy (eg. lettuce)"
5976,"potato salad",
5977,"beef, other",
5979,"burrito, unspecified",
5980,"rice, unspecified","Rice"
5981,"marinara sauce",
5984,"taco, beef",
5985,"oysters, raw",
5985,"shrimp cocktail",
5986,"chicken, fried",
5989,"guacamole",
5989,"sour cream",
5994,"steak, prime rib",
5996,"potato salad",
5997,"burrito, unspecified",
5998,"chicken and rice",
5999,"pork, unspecified",
6002,"cilantro, unspecified","Spices"
6005,"seafood dish, unspecified",
6007,"celery, unspecified","Leafy (eg. lettuce)"
6011,"ground beef, unspecified",
6015,"salad, unspecified",
6015,"sandwich, unspecified",
6016,"sausage, Italian",
6019,"egg-containing food, other",
6019,"eggs benedict",
6019,"hollandaise sauce",
6022,"pasta salad",
6024,"deli meat, multiple",
6024,"mixed fruit",
6025,"roast beef, unspecified",
6028,"fajita, chicken",
6032,"turkey and gravy",
6033,"lettuce, unspecified",
6035,"potato, mashed",
6036,"egg-containing food, other",
6037,"pasta salad",
6038,"milkshake",
6042,"seafood dish, unspecified",
6043,"pork, unspecified",
6045,"roast beef, unspecified","Beef"
6046,"chicken, marsala",
6050,"enchilada, unspecified",
6050,"nachos, unspecified",
6055,"chicken, grilled",
6055,"speciality salads unspecified",
6055,"vegetable-based salads unspecified",
6056,"turkey, roasted",
6057,"beef, stroganoff",
6059,"chicken, roasted",
6066,"pork, BBQ",
6066,"turkey, roasted",
6070,"bread, unspecified",
6070,"butter",
6070,"vegetable dip, unspecified",
6072,"gravy, unspecified",
6072,"potato, mashed",
6074,"potato salad",
6075,"pudding, banana",
6077,"clams, raw",
6079,"coleslaw",
6079,"macaroni salad",
6079,"potato salad",
6084,"pastry, unspecified",
6085,"beef, other",
6092,"french dressing",
6092,"ice tea",
6092,"ranch dressing",
6095,"queso fresco, unspecified","Milk"
6096,"tomato, unspecified",
6097,"potato, mashed",
6106,"ethnic style, unspecified",
6113,"enchilada, unspecified",
6117,"sandwich, deli",
6120,"oysters, raw","Shellfish"
6127,"bean salad",
6127,"potato salad",
6127,"unspecified fruit",
6128,"soup, other red meat-based",
6129,"beef, BBQ","Beef"
6130,"bean dip",
6133,"taco, beef",
6134,"coleslaw","Leafy (eg. lettuce)"
6134,"coleslaw","Sauces/ Dressings"
6137,"beef, unspecified","Beef"
6139,"refried beans, unspecified","Legume"
6150,"fried rice, unspecified",
6156,"burrito, unspecified",
6157,"oriental chicken salad",
6158,"taco, beef",
6158,"taco, chicken",
6161,"flauta, cheese",
6171,"salsa, unspecified",
6172,"salad, unspecified",
6184,"chicken, unspecified",
6184,"fruit salad",
6185,"eggplant, unspecified",
6185,"lasagna, unspecified",
6186,"cocktail sauce, unspecified",
6186,"shrimp, unspecified",
6192,"asparagus, unspecified",
6193,"steak, other",
6194,"potato, unspecified",
6199,"ground beef, hamburger",
6202,"salad, unspecified",
6202,"sandwich, unspecified",
6203,"lettuce, unspecified",
6203,"tomato, unspecified",
6204,"pizza, unspecified",
6205,"ice",
6211,"waldorf salad",
6217,"sushi, unspecified",
6219,"sausage, unspecified",
6220,"meat, unspecified",
6221,"burrito, beef",
6221,"burrito, chicken",
6222,"chicken salad",
6227,"fajita, chicken",
6230,"chicken, teriyaki",
6230,"rice, unspecified",
6241,"sauces, unspecified",
6242,"other milk, unpasteurized","Milk"
6244,"cabbage, unspecified",
6246,"tuna salad",
6247,"deli tray",
6248,"mozarella, pasteurized",
6249,"gravy, sausage",
6256,"salsa, unspecified",
6258,"chicken picata",
6266,"fried rice, unspecified",
6268,"chocolate milk, pasteurized",
6271,"crab cakes",
6271,"lobster, unspecified",
6272,"lettuce-based salads unspecified",
6274,"chicken, other",
6275,"beef, stew",
6277,"stuffed shells, unspecified",
6284,"biscuit, unspecified",
6284,"ground beef, hamburger",
6284,"watermelon",
6289,"rabbit, jerky",
6295,"ham, other","Pork"
6297,"frozen/slush drink",
6306,"sandwich, chicken parmesan",
6307,"crab cakes",
6308,"sweet potato, unspecified",
6308,"turkey, roasted",
6315,"lettuce-based salads unspecified",
6315,"water",
6316,"waldorf salad",
6319,"house salad",
6322,"ham, unspecified",
6322,"pork, roasted",
6323,"ambrosia",
6323,"antipasta salad",
6324,"sandwich, unspecified",
6326,"ambrosia",
6329,"french toast, unspecified",
6329,"shell egg, other",
6332,"chicken, grilled",
6335,"sandwich, submarine",
6338,"sushi, unspecified",
6340,"ice cream, unspecified",
6346,"oysters, raw",
6350,"chicken, unspecified",
6350,"unspecified vegetables",
6355,"sandwich, unspecified",
6356,"swiss cheese, pasteurized",
6357,"pork, BBQ",
6359,"chicken, baked",
6359,"condiment, unspecified",
6359,"ground beef, hamburger",
6360,"pork, BBQ",
6361,"green beans, unspecified",
6361,"spaghetti, unspecified",
6362,"eggs, unspecified",
6363,"chicken, baked",
6363,"lettuce-based salads unspecified",
6363,"rice, unspecified",
6367,"BBQ, unspecified",
6372,"green salad",
6373,"green salad",
6379,"pork, other",
6383,"green salad","Leafy (eg. lettuce)"
6384,"chicken, fried",
6384,"potato salad",
6387,"beans, baked",
6389,"vegetable dip, unspecified",
6389,"vegetable tray",
6390,"vegetable dip, unspecified",
6390,"vegetable tray",
6392,"cake, chocolate",
6393,"cake, chocolate",
6394,"beef, unspecified",
6394,"pork, other",
6400,"fruit-based salads unspecified","Fruit"
6400,"sandwich, deli","Chicken"
6401,"sandwich, ham/cheese","Pork"
6407,"stuffing, unspecified",
6408,"cake, unspecified",
6409,"lettuce, unspecified",
6409,"tomato, unspecified",
6412,"bread, unspecified",
6425,"lettuce-based salads unspecified",
6425,"pizza, meat",
6430,"chicken, curry",
6431,"chicken, casserole",
6431,"fruit salad",
6431,"potato salad",
6434,"turkey, baked",
6437,"bread, unspecified",
6437,"garlic and oil",
6438,"chicken salad",
6442,"sandwich, chicken",
6451,"pizza, unspecified",
6451,"salad bar",
6459,"turkey, other",
6467,"stuffing, unspecified",
6467,"turkey and gravy",
6473,"carrot salad",
6474,"tuna, unspecified",
6476,"chicken, fried",
6479,"chicken, unspecified",
6479,"refried beans, unspecified",
6479,"rice, unspecified",
6481,"chicken, roasted",
6481,"gravy, unspecified",
6482,"mustard greens, unspecified",
6482,"potato salad",
6484,"pie, cream",
6485,"eggs, unspecified","Eggs"
6488,"sandwich, ham",
6491,"sandwich, beef",
6491,"sandwich, turkey",
6498,"chicken, unspecified",
6501,"multiple foods",
6521,"potato salad",
6527,"lasagna, chicken",
6530,"pork, BBQ",
6536,"turkey, roasted",
6537,"crab, unspecified",
6537,"shrimp salad",
6537,"shrimp, steamed",
6539,"cake, unspecified",
6540,"ice",
6542,"deli meat, multiple",
6545,"burrito, chicken",
6546,"guacamole, unspecified",
6547,"lettuce-based salads unspecified",
6548,"chicken salad","Chicken"
6553,"pork, BBQ",
6554,"salsa, unspecified",
6555,"oysters, unspecified",
6558,"roast beef, unspecified",
6563,"lettuce-based salads unspecified",
6567,"spaghetti, unspecified",
6569,"lettuce-based salads unspecified",
6570,"turkey, other",
6571,"fruit salad",
6572,"beans, baked","Vine-stalk  eg. tomato"
6575,"bread, unspecified",
6575,"butter",
6575,"pork, other",
6577,"steak, unspecified",
6580,"steak, prime rib",
6581,"chicken, other",
6583,"ground beef, other",
6587,"chicken, casserole",
6592,"eggs, unspecified",
6592,"pork, bacon",
6592,"salsa, unspecified",
6598,"corned beef, hash",
6599,"ground beef, hamburger",
6599,"noodles, fried",
6601,"ground beef, hamburger",
6602,"macaroni and cheese","Eggs"
6607,"ice",
6608,"chicken, other",
6610,"pizza, meat and vegetable",
6621,"fish, codfish",
6626,"potato salad",
6627,"alfalfa sprouts",
6628,"raspberries",
6630,"sauces, unspecified",
6634,"beef, unspecified",
6635,"pasta-based salads unspecified",
6635,"unspecified fruit",
6635,"vegetable tray",
6638,"stuffing, unspecified",
6640,"beef, unspecified",
6640,"refried beans, unspecified",
6640,"rice, unspecified",
6642,"doughnuts, unspecified",
6642,"jello salad",
6645,"refried beans, unspecified",
6646,"potato, mashed",
6646,"turkey, roasted",
6648,"pork, roasted",
6649,"caesar salad",
6650,"fettucine alfredo",
6658,"stuffing, unspecified",
6661,"multiple foods",
6663,"lettuce-based salads unspecified",
6664,"lamb, unspecified",
6671,"chicken and rice",
6674,"ham, other","Pork"
6678,"sandwich, submarine",
6679,"sandwich, other egg/poultry",
6685,"pad thai, unspecified",
6686,"lettuce-based salads unspecified",
6688,"rice dishes, unspecified",
6693,"cookies, unspecified",
6696,"chicken salad",
6700,"ground beef, hamburger",
6713,"soup, other fish",
6716,"deli tray",
6717,"other food *****",
6718,"ethnic style, unspecified",
6723,"chicken salad",
6724,"ethnic style, unspecified",
6725,"pork, sweet and sour",
6731,"beef, brisket",
6737,"pastry, apple turnover",
6742,"ice",
6742,"punch, unspecified",
6742,"ranch dressing",
6743,"deli meat, multiple",
6743,"vegetable tray",
6749,"cantaloupe",
6749,"grapes, unspecified",
6749,"watermelon",
6752,"salad, unspecified",
6752,"sandwich, unspecified",
6755,"lasagna, beef",
6757,"mixed vegetables, unspecified",
6761,"2% milk, pasteurized",
6765,"mashed potato/gravy",
6765,"roast beef, unspecified",
6765,"salad bar",
6766,"roast beef, other",
6768,"other milk, unpasteurized","Milk"
6772,"whale, unspecified",
6773,"beef, BBQ",
6773,"ham, unspecified",
6777,"cake, unspecified",
6777,"ice cream, commercial",
6778,"sandwich, chicken",
6783,"cheddar cheese, unspecified",
6783,"red salsa",
6785,"pie, apple",
6785,"salmon, unspecified",
6788,"chicken, unspecified","Chicken"
6789,"ranch dressing",
6791,"cake, unspecified",
6792,"pasta, unspecified",
6792,"sandwich, deli",
6793,"sandwich, peanut butter and jelly",
6793,"sandwich, tuna fish",
6794,"sandwich, deli",
6795,"potato, unspecified",
6796,"gelatin, unspecified",
6796,"pasta bar",
6798,"multiple foods",
6805,"chicken, unspecified",
6805,"mashed potato/gravy",
6805,"unspecified vegetables",
6806,"buffet",
6817,"chicken, other",
6817,"shrimp fried rice",
6818,"ground beef, other","Beef"
6822,"sauces, unspecified",
6823,"multiple foods",
6825,"roast beef, unspecified","Beef"
6830,"pork, pepperoni",
6831,"tuna, unspecified","Fin fish"
6832,"chicken, unspecified","Chicken"
6834,"chicken, unspecified","Chicken"
6834,"ham, unspecified","Pork"
6835,"pork, roasted","Pork"
6836,"chicken, unspecified","Chicken"
6837,"cake, unspecified",
6837,"gelatin, unspecified",
6840,"chicken, fried","Chicken"
6840,"ham, unspecified","Pork"
6841,"deli meat, unspecified",
6842,"turkey, unspecified","Turkey"
6849,"green salad","Leafy (eg. lettuce)"
6850,"potato salad",
6854,"pizza, cheese",
6858,"antipasta salad",
6860,"seafood dish, unspecified",
6861,"homemade cheese, unspecified",
6863,"lettuce-based salads unspecified",
6864,"salad, unspecified","Vine-stalk  eg. tomato"
6870,"steak, unspecified",
6873,"beef, unspecified",
6873,"lobster, unspecified",
6873,"vegetable-based salads unspecified",
6878,"bearnaise sauce","Sauces/ Dressings"
6878,"roast beef, unspecified","Beef"
6884,"ox, unspecified",
6890,"pork, BBQ",
6891,"chicken, unspecified",
6891,"refried beans, unspecified",
6891,"rice, unspecified",
6893,"quesadilla, cheese",
6895,"multiple foods",
6898,"cheese sauce",
6898,"chicken, buffalo wings",
6899,"water",
6902,"beef, BBQ",
6902,"macaroni salad",
6909,"oysters, unspecified",
6910,"beets, unspecified",
6910,"steak, prime rib",
6910,"veggie-based pasta",
6923,"fried rice, unspecified",
6927,"lettuce-based salads unspecified",
6929,"chutney",
6932,"enchilada, chicken",
6932,"lettuce, unspecified",
6933,"green salad",
6938,"beef, raw","Beef"
6943,"chocolate milk, pasteurized",
6946,"cake, unspecified",
6949,"soup, vegetable beef",
6956,"potato, fried",
6957,"eggs, other",
6957,"ice cream, unspecified",
6965,"ice",
6968,"ranch dressing",
6971,"sandwich, chicken",
6972,"turkey, unspecified",
6973,"shrimp scampi",
6983,"fajita, chicken",
6985,"sandwich, pork",
6987,"shrimp, unspecified",
6987,"steak, other",
6992,"eggs, other",
6992,"omelette",
6996,"oysters, raw","Shellfish"
6996,"sauces, unspecified","Sauces/ Dressings"
6999,"fish, mahi mahi",
7001,"fish, roi",
7009,"ground beef, hamburger",
7012,"cake, tiramisu",
7012,"pudding, bread",
7012,"roast beef, other",
7013,"soda, unspecified","Soft drinks"
7014,"cream sauce, unspecified",
7014,"tortellini, cheese",
7019,"green beans, unspecified",
7019,"potato salad",
7020,"chicken, nuggets/fingers",
7021,"multiple foods",
7022,"beef, other",
7022,"black beans and rice",
7029,"green salad",
7032,"pasta salad",
7032,"sandwich, wrap",
7033,"shrimp, fried",
7034,"pasta salad",
7034,"potato salad",
7036,"sandwich, deli",
7039,"multiple foods",
7040,"pizza, unspecified",
7042,"sandwich, roast beef",
7053,"chicken, nuggets/fingers",
7053,"ice cream, commercial",
7057,"caesar salad",
7057,"rice dishes, unspecified",
7072,"chicken, BBQ",
7079,"chicken, cacciatore",
7082,"shrimp dishes unspecified",
7083,"sour cream",
7085,"fish, marlin, unspecified","Fin fish"
7089,"crab salad",
7089,"oysters, raw",
7091,"chips and salsa",
7092,"caesar salad",
7093,"potato salad",
7093,"sandwich, club",
7096,"oysters, raw",
7097,"soup, chicken noodle",
7103,"macaroni salad",
7108,"salad, unspecified",
7108,"sandwich, unspecified",
7113,"carnitas, unspecified","Pork"
7114,"ethnic style, unspecified",
7116,"ground beef, unspecified",
7118,"fajita, chicken",
7118,"taco, chicken",
7129,"pork, chops",
7131,"pork, BBQ","Pork"
7132,"tostada, unspecified",
7133,"gravy, unspecified","Sauces/ Dressings"
7133,"pork, roasted","Pork"
7133,"roast beef, unspecified","Beef"
7134,"ice cream, unspecified",
7144,"crab, steamed",
7144,"shrimp, fried",
7144,"shrimp, steamed",
7149,"steak, other",
7151,"bottled water",
7154,"buffet",
7155,"potato salad",
7156,"green salad",
7160,"lettuce, unspecified",
7160,"omelette",
7164,"multiple foods",
7165,"cantaloupe",
7166,"alfalfa sprouts",
7167,"grapes, green",
7168,"multiple cheeses, unpasteurized","Milk"
7169,"sandwich, wrap",
7170,"ground beef, other",
7172,"eggs, scrambled","Eggs"
7173,"beans, unspecified",
7173,"rice, unspecified",
7174,"multiple salads",
7175,"vegetable-based salads unspecified",
7178,"pancit",
7179,"eggs, unspecified",
7179,"refried beans, unspecified",
7181,"pie, cream",
7182,"ground beef, unspecified",
7187,"pork, chitterlings",
7194,"chocolate milk, pasteurized",
7198,"coleslaw",
7199,"pork, unspecified","Pork"
7205,"lettuce-based salads unspecified",
7205,"salmon, unspecified",
7205,"sandwich, unspecified",
7208,"beans, baked",
7219,"cabbage, unspecified",
7219,"coleslaw",
7219,"fish, catfish",
7220,"green salad",
7221,"ground beef, other",
7226,"alfalfa sprouts",
7227,"crab cakes",
7230,"mushrooms, canned",
7230,"swiss cheese, pasteurized",
7234,"crab cakes",
7243,"egg salad/egg salad sandwich",
7250,"ranch dressing",
7252,"bread, unspecified",
7252,"salad, unspecified",
7252,"unspecified fish",
7254,"eggs, unspecified",
7254,"pork, bacon",
7254,"sausage, unspecified",
7257,"veggie-based pasta",
7261,"egg salad/egg salad sandwich",
7264,"cake, cassata",
7264,"cannelloni",
7265,"beans, baked",
7265,"potato salad",
7268,"turkey, roasted",
7270,"guacamole, unspecified",
7276,"tortilla, unspecified","Eggs"
7279,"fish, mahi mahi",
7282,"hot dog, unspecified",
7287,"beef/steak dish, other","Beef"
7288,"fish, ulua, unspecified",
7293,"banana, unspecified",
7293,"cantaloupe",
7293,"pineapple, unspecified",
7300,"coffee speciality drink",
7315,"cake, unspecified",
7315,"ground beef, unspecified",
7316,"roast beef, unspecified",
7318,"eggs, unspecified",
7318,"pancakes, unspecified",
7322,"sandwich, ham",
7323,"chicken salad",
7323,"pasta salad",
7323,"tuna salad",
7328,"fish, roi",
7330,"chicken, unspecified",
7332,"deli meat, sliced turkey","Turkey"
7335,"chicken salad",
7336,"ice cream, homemade",
7337,"antipasta salad",
7341,"green salad",
7342,"honeydew melon",
7346,"pork, other",
7351,"carne asada",
7351,"chicken, BBQ",
7354,"sandwich, chicken",
7355,"salad, unspecified",
7356,"chicken, curry","Chicken"
7358,"refried beans, unspecified",
7360,"multiple foods",
7362,"ravioli, unspecified",
7368,"turkey, other",
7369,"fish, escolar",
7370,"fish, escolar",
7374,"sushi, unspecified",
7376,"turkey, roasted",
7378,"chicken, baked",
7384,"cake, tres leche",
7391,"sandwich, ham",
7392,"green salad",
7393,"fajita, chicken",
7394,"green salad",
7397,"pork, other","Pork"
7400,"mozarella, pasteurized",
7406,"green onion/scallion",
7411,"chocolate, unspecified",
7411,"pie, merengue",
7414,"cake, chocolate",
7415,"crab cakes",
7416,"ham, unspecified",
7417,"mango, unspecified","Fruit"
7426,"ground beef, other",
7428,"caesar salad",
7428,"house salad",
7429,"burrito, bean",
7432,"unspecified fruit",
7434,"house salad",
7442,"enchilada, chicken",
7444,"romaine lettuce, unspecified","Leafy (eg. lettuce)"
7445,"other milk, unpasteurized",
7448,"crawfish/crayfish, unspecified",
7448,"oysters, raw",
7449,"stuffing, unspecified",
7451,"fruit punch, pasteurized","Soft drinks"
7452,"multiple foods",
7454,"egg salad/egg salad sandwich",
7460,"mango, unspecified",
7460,"tomato, unspecified",
7461,"queso fresco, unpasteurized",
7463,"pie, merengue",
7469,"noodles, unspecified",
7471,"pork, roasted",
7473,"cucumber, unspecified",
7473,"deli meat, sliced turkey",
7474,"chicken, unspecified",
7474,"ham, unspecified",
7475,"green onion/scallion","Root (eg. potato)"
7478,"french toast, unspecified","Eggs"
7479,"ground beef, unspecified",
7481,"sandwich, deli",
7486,"ice",
7486,"salad bar",
7486,"stuffed mushroom",
7487,"cake, brownie",
7488,"gravy, unspecified",
7490,"tuna, raw",
7495,"gravy, unspecified",
7500,"tartar sauce, unspecified",
7502,"ground beef, other",
7504,"barbecue sauce",
7510,"eggs, other",
7510,"ice cream, fried",
7511,"cake, custard-filled",
7516,"taco, beef","Beef"
7522,"pancit",
7528,"cake, unspecified",
7532,"pudding, banana",
7532,"sandwich, ham",
7532,"seafood dish, unspecified",
7535,"ice",
7541,"multiple foods",
7541,"spaghetti, unspecified",
7545,"ground beef, hamburger",
7549,"green salad",
7549,"mixed vegetables, unspecified",
7549,"onion, tart",
7550,"gravy, unspecified",
7550,"potato salad",
7550,"potato, mashed",
7558,"salad bar",
7560,"water",
7561,"pastry, paris-brest",
7561,"tomato, basil and mozzarella salad",
7562,"BBQ, unspecified",
7563,"ice",
